No,Paket,Pagu,Tipe Swakelola,Pemilihan,klpd,Satuan Kerja,Lokasi,ID
1556,Belanja Perjalanan Dinas Biasa,41650000,1,26-Jan,Provinsi Sulawesi Tengah,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42997518
1557,Belanja Perjalanan Dinas Biasa,310362000,1,26-Jan,Provinsi Sulawesi Tengah,Badan Pendapatan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",42997758
1558,Belanja Perjalanan Dinas Biasa,8030000,1,26-Jul,Provinsi Sulawesi Tengah,Dinas Perindustrian dan Perdagangan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43004169
1559,Belanja Perjalanan Dinas Biasa,163376000,1,26-Feb,Provinsi Sulawesi Tengah,Badan Penanggulangan Bencana Daerah Provinsi Tengah,"Sulawesi Tengah, Sigi (Kab.) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.) | Sulawesi Tengah, Poso (Kab.) | Sulawesi Tengah, Tojo Una-Una (Kab.) | Sulawesi Tengah, Kabupaten Morowali Utara | Sulawesi Tengah, Morowali (Kab.) | Sulawesi Tengah, Banggai Laut (Kab.) | Sulawesi Tengah, Banggai (Kab.) | Sulawesi Tengah, Banggai Kepulauan (Kab.) | Sulawesi Tengah, Toli-Toli (Kab.) | Sulawesi Tengah, Buol (Kab.) | DKI Jakarta, Jakarta Pusat (Kota)",43012029
1560,Belanja Perjalanan Dinas Biasa,370000,1,26-Aug,Provinsi Sulawesi Tengah,Cabang Dinas Energi dan Sumber Daya Mineral Wilayah V,"Sulawesi Tengah, Palu (Kota)",43035760
1561,Belanja Perjalanan Dinas Biasa,26000000,1,26-Feb,Provinsi Sulawesi Tengah,Dinas Kelautan dan Perikanan Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Morowali (Kab.) | Sulawesi Tengah, Parigi Moutong (Kab.) | Sulawesi Tengah, Toli-Toli (Kab.)",43035863
1562,"Belanja Perjalanan Dinas Biasa Pada Sub Kegiatan Koordinasi, Fasilitasi, Asistensi, Sinkronisasi, Supervisi, Monitoring, dan Evaluasi Pengelolaan Dana Perimbangan dan Dana Transfer Lainnya",261478000,1,26-May,Provinsi Sulawesi Tengah,Badan Pengelolaan Keuangan dan Aset Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43036230
1563,Belanja Perjalanan Dinas Biasa,51752000,1,26-Apr,Provinsi Sulawesi Tengah,Dinas Pendidikan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43071367
1564,Belanja Perjalanan Dinas Biasa,45468000,1,26-Mar,Provinsi Sulawesi Tengah,UPT. Pengawasan Ketenagakerjaan Wilayah I,"Sulawesi Tengah, Palu (Kota) | Sulawesi Tengah, Parigi Moutong (Kab.) | Sulawesi Tengah, Dongala (Kab.) | Sulawesi Tengah, Sigi (Kab.)",43085299
1565,Belanja Perjalanan Dinas Biasa,11550000,1,26-Feb,Provinsi Sulawesi Tengah,Badan Perencanaan Pembangunan Daerah Provinsi Sulawesi Tengah,"Sulawesi Tengah, Palu (Kota)",43093004
1566,Belanja Perjalanan Dinas Biasa,28703680,1,26-Jan,Provinsi Sulawesi Tengah,UPT XIII. Banggai Laut,"Sulawesi Tengah, Banggai Laut (Kab.)",43148606
1567,Belanja Perjalanan Dinas Biasa,19980000,1,26-Jan,Provinsi Sulawesi Tengah,UPT XIII. Banggai Laut,"Sulawesi Tengah, Banggai Laut (Kab.)",43148699
1568,Belanja Perjalanan Dinas Biasa,10000000,1,26-Apr,Provinsi Sulawesi Tengah,Dinas Bina Marga dan Penataan Ruang Provinsi Sulawesi Tengah,"Sulawesi Tengah, Banggai (Kab.)",43258687
1569,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,600000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PENDIDIKAN,"Sulawesi Selatan, Makassar (Kota)",42012983
1570,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,630000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PENDIDIKAN,"Sulawesi Selatan, Makassar (Kota)",42012984
1571,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,570000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PENDIDIKAN,"Sulawesi Selatan, Makassar (Kota)",42013000
1572,Belanja Perjalanan Dinas Biasa -  Monitoring dan Evaluasi SPM Bidang Pendidikan; Biaya Transportasi Darat dari Ibukota Provinsi ke Kabupaten/Kota dalam Provinsi,1050000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PENDIDIKAN,"Sulawesi Selatan, Makassar (Kota)",42013002
1573,Belanja Perjalanan Dinas Biasa,29096000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENGHUBUNG,"DKI Jakarta, Jakarta Pusat (Kota)",42026708
1574,Belanja Perjalanan Dinas Biasa,7495000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENGHUBUNG,"DKI Jakarta, Jakarta Pusat (Kota)",42027832
1575,Belanja Perjalanan Dinas Biasa,7495000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENGHUBUNG,"DKI Jakarta, Jakarta Pusat (Kota)",42029688
1576,Belanja Perjalanan Dinas Biasa (UPT Jeneberang),118122200,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Gowa (Kab.)",42340697
1577,Belanja Perjalanan Dinas Biasa (UPT Saddang),127224000,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Pinrang (Kab.)",42341924
1578,Belanja Perjalanan Dinas Biasa (UPT Saddang),8325200,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Pinrang (Kab.)",42341984
1579,Belanja Perjalanan Dinas Biasa Panti Anak,10821800,1,26-Jan,Provinsi Sulawesi Selatan,DINAS SOSIAL,"Sulawesi Selatan, Makassar (Kota)",42199750
1580,Belanja Perjalanan Dinas Biasa,423099200,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Makassar (Kota)",42218655
1581,Belanja Perjalanan Dinas Biasa - UPTD II,346600000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Enrekang (Kab.)",42219652
1582,Belanja Perjalanan Dinas Biasa - UPTD V,155941400,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Bone (Kab.)",42220649
1583,Belanja Perjalanan Dinas Biasa,70995000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENGHUBUNG,"DKI Jakarta, Jakarta Pusat (Kota)",42054013
1584,Belanja Perjalanan Dinas Biasa (Perjalanan Dinas Dalam Daerah-Dekat),5900000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PENANAMAN MODAL DAN PTSP,"Sulawesi Selatan, Makassar (Kota)",42056722
1585,Belanja Perjalanan Dinas Biasa,161562000,1,26-Jan,Provinsi Sulawesi Selatan,"BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH","Sulawesi Selatan, Makassar (Kota)",42057352
1586,Belanja Perjalanan Dinas Biasa,72225000,1,26-Jan,Provinsi Sulawesi Selatan,"BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH","Sulawesi Selatan, Makassar (Kota)",42059014
1587,Belanja Perjalanan Dinas Biasa,99620000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KESEHATAN,"Sulawesi Selatan, Makassar (Kota)",42059689
1588,Belanja Perjalanan Dinas Biasa,29415000,1,26-Feb,Provinsi Sulawesi Selatan,DINAS PERHUBUNGAN,"DKI Jakarta, Jakarta Pusat (Kota)",42303531
1589,Belanja Perjalanan Dinas Biasa,21029000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEPEGAWAIAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",42065300
1590,Belanja Perjalanan Dinas Biasa #Monitoring dan Evaluasi Lokasi Transmigrasi,7570000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS TENAGA KERJA DAN TRANSMIGRASI,"Sulawesi Selatan, Makassar (Kota)",42073131
1591,Belanja Perjalanan Dinas Biasa,26136600,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41829116
1592,Belanja Perjalanan Dinas Biasa,150485600,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41829126
1593,Belanja Perjalanan Dinas Biasa,207290400,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41829190
1594,Belanja Perjalanan Dinas Biasa,309109400,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota) | Sulawesi Selatan, Maros (Kab.) | Sulawesi Selatan, Gowa (Kab.) | Sulawesi Selatan, Palopo (Kota) | Sulawesi Selatan, Bulukumba (Kab.) | Sulawesi Selatan, Bone (Kab.) | Sulawesi Selatan, Pare-Pare (Kota)",41831180
1595,5.02.01.1.01.0001 Belanja Perjalanan Dinas Biasa,39190000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEUANGAN DAN ASET DAERAH,"Sulawesi Selatan, Makassar (Kota)",41834440
1596,5.02.01.1.01.0006 Belanja Perjalanan Dinas Biasa,54900000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEUANGAN DAN ASET DAERAH,"Sulawesi Selatan, Makassar (Kota)",41834765
1597,Belanja Perjalanan Dinas Biasa,47601000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PERDAGANGAN DAN PERINDUSTRIAN,"LAINNYA, Lainnya",41839056
1598,Belanja Perjalanan Dinas Biasa,301308800,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Makassar (Kota)",41845621
1599,5.02.02.1.01.0007 Belanja Perjalanan Dinas Biasa,156872000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEUANGAN DAN ASET DAERAH,"Sulawesi Selatan, Makassar (Kota)",41846544
1600,Belanja Perjalanan Dinas Biasa,203619600,1,26-Jan,Provinsi Sulawesi Selatan,INSPEKTORAT,"Sulawesi Selatan, Makassar (Kota)",41849623
1601,Belanja Perjalanan Dinas Biasa,81290000,1,26-Jan,Provinsi Sulawesi Selatan,SEKRETARIAT DPRD,"Sulawesi Selatan, Makassar (Kota)",41857834
1602,Belanja Perjalanan Dinas Biasa,108815000,1,26-Jan,Provinsi Sulawesi Selatan,SEKRETARIAT DPRD,"Sulawesi Selatan, Makassar (Kota)",41857895
1603,Belanja Perjalanan Dinas Biasa,268470000,1,26-Jan,Provinsi Sulawesi Selatan,INSPEKTORAT,"Sulawesi Selatan, Makassar (Kota)",41860571
1604,Belanja Perjalanan Dinas Biasa,468934400,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Makassar (Kota)",41876686
1605,Belanja Perjalanan Dinas Biasa,467655000,3,26-Feb,Provinsi Sulawesi Selatan,SEKRETARIAT DPRD,"Sulawesi Selatan, Makassar (Kota)",41882427
1606,Belanja Perjalanan Dinas Biasa,360009000,1,26-Feb,Provinsi Sulawesi Selatan,SEKRETARIAT DPRD,"Sulawesi Selatan, Makassar (Kota)",41882482
1607,Belanja Perjalanan Dinas Biasa,11487000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS LINGKUNGAN HIDUP DAN KEHUTANAN,"Sulawesi Selatan, Makassar (Kota)",41916049
1608,Belanja Perjalanan Dinas Biasa,3040000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Lainnya",41922999
1609,Belanja Perjalanan Dinas Biasa,148165000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KESEHATAN,"Sulawesi Selatan, Makassar (Kota)",41926105
1610,Belanja Perjalanan Dinas Biasa Monev Pemanfaatan Bantuan Pemerintah/Kedinasan Lainnya dan Pembangunan Gudang Garam Rakyat Kapasitas,3270000,1,26-Feb,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Makassar (Kota)",41926224
1611,Belanja Perjalanan Dinas Biasa,3270000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Makassar (Kota)",41927273
1612,Belanja Perjalanan Dinas Biasa,314073200,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS PERUMAHAN, KAWASAN PERMUKIMAN DAN PERTANAHAN","Sulawesi Selatan, Makassar (Kota)",41973653
1613,Belanja Perjalanan Dinas Biasa - UPTD II,56980000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Enrekang (Kab.)",41993341
1614,Belanja Perjalanan Dinas Biasa,100331000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENGEMBANGAN DAN SUMBER DAYA MANUSIA,"Sulawesi Selatan, Makassar (Kota)",41993794
1615,Belanja Perjalanan Dinas Biasa (UPT Walcen),24235000,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Wajo (Kab.)",42374017
1616,Belanja Perjalanan Dinas Biasa (UPT Walcen),160638400,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Wajo (Kab.)",42374506
1617,Belanja Perjalanan Dinas Biasa (UPT Walcen),21655000,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Wajo (Kab.)",42378136
1618,Belanja Perjalanan Dinas Biasa (UPT larona),35054400,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Palopo (Kota)",42380813
1619,Belanja Perjalanan Dinas Biasa,55187200,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota)",43203185
1620,Belanja Perjalanan Dinas Biasa,11050000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41830296
1621,Belanja Perjalanan Dinas Biasa,46820000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota)",41830623
1622,Belanja Perjalanan Dinas Biasa,3500360400,1,26-Jan,Provinsi Sulawesi Selatan,BIRO UMUM,"Sulawesi Selatan, Makassar (Kota)",41830925
1623,Belanja Perjalanan Dinas Biasa,1118556000,1,26-Jan,Provinsi Sulawesi Selatan,BIRO UMUM,"Sulawesi Selatan, Makassar (Kota)",41831011
1624,Belanja Perjalanan Dinas Biasa,16054000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota)",41832052
1625,Belanja Perjalanan Dinas Biasa,89975400,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Maros (Kab.) | Sulawesi Selatan, Gowa (Kab.) | Sulawesi Selatan, Palopo (Kota) | Sulawesi Selatan, Bulukumba (Kab.) | Sulawesi Selatan, Bone (Kab.) | Sulawesi Selatan, Pare-Pare (Kota)",41832058
1626,Belanja Perjalanan Dinas Biasa,9980000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota)",41832360
1627,Belanja Perjalanan Dinas Biasa,9950000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota)",41832419
1628,Belanja Perjalanan Dinas Biasa,17655000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PERDAGANGAN DAN PERINDUSTRIAN,"Sulawesi Selatan, Makassar (Kota)",41835950
1629,Belanja Perjalanan Dinas Biasa,211497200,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41836758
1630,Belanja Perjalanan Dinas Biasa,174765000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41837121
1631,Belanja Perjalanan Dinas Biasa,33847000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41840089
1632,Belanja Perjalanan Dinas Biasa,54954400,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Makassar (Kota)",41845390
1633,Belanja Perjalanan Dinas Biasa,115837200,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Makassar (Kota)",41845579
1634,Belanja Perjalanan Dinas Biasa,13025600,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Makassar (Kota)",41846331
1635,5.02.02.1.03.0001 Belanja Perjalanan Dinas Biasa,61635000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEUANGAN DAN ASET DAERAH,"Sulawesi Selatan, Makassar (Kota)",41846933
1636,5.02.02.1.03.0011 Belanja Perjalanan Dinas Biasa,65945200,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEUANGAN DAN ASET DAERAH,"Sulawesi Selatan, Makassar (Kota)",41847299
1637,Belanja Perjalanan Dinas Biasa,371285000,1,26-Jan,Provinsi Sulawesi Selatan,INSPEKTORAT,"Sulawesi Selatan, Makassar (Kota)",41855057
1638,Belanja Perjalanan Dinas Biasa,261390000,1,26-Jan,Provinsi Sulawesi Selatan,INSPEKTORAT,"Sulawesi Selatan, Makassar (Kota)",41856144
1639,Belanja Perjalanan Dinas Biasa,84146200,1,26-Feb,Provinsi Sulawesi Selatan,SATUAN POLISI PAMONG PRAJA,"Sulawesi Selatan, Makassar (Kota)",41866369
1640,Belanja Perjalanan Dinas Biasa,346850000,1,26-Feb,Provinsi Sulawesi Selatan,SEKRETARIAT DPRD,"Sulawesi Selatan, Makassar (Kota)",41882524
1641,Belanja Perjalanan Dinas Biasa,721265000,1,26-Feb,Provinsi Sulawesi Selatan,SEKRETARIAT DPRD,"Sulawesi Selatan, Makassar (Kota)",41882614
1642,Belanja Perjalanan Dinas Biasa,60682000,1,26-Feb,Provinsi Sulawesi Selatan,SEKRETARIAT DPRD,"Sulawesi Selatan, Makassar (Kota)",41891229
1643,Belanja Perjalanan Dinas Biasa,26820000,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS KOPERASI, USAHA KECIL DAN MENENGAH","Sulawesi Selatan, Makassar (Kota)",41901002
1644,Belanja Perjalanan Dinas Biasa Dalam Rangka Koordinasi data dan Informasi KP,6180000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Makassar (Kota)",41909045
1645,Belanja Perjalanan Dinas Biasa,99878800,1,26-Jan,Provinsi Sulawesi Selatan,BIRO PENGADAAN BARANG DAN JASA,"Sulawesi Selatan, Makassar (Kota)",41920465
1646,Belanja Perjalanan Dinas Biasa,47880400,1,26-Jan,Provinsi Sulawesi Selatan,DINAS LINGKUNGAN HIDUP DAN KEHUTANAN,"Sulawesi Selatan, Makassar (Kota)",41921859
1647,Belanja Perjalanan Dinas Biasa,5175000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Makassar (Kota)",41924269
1648,Belanja Perjalanan Dinas Biasa,5260000,1,26-Feb,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Makassar (Kota)",41925284
1649,Belanja Perjalanan Dinas Biasa,4460000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Makassar (Kota)",41927937
1650,Belanja Perjalanan Dinas Biasa,4920000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS KELAUTAN DAN PERIKANAN,"Sulawesi Selatan, Makassar (Kota)",41928035
1651,Belanja Perjalanan Dinas Biasa - UPTD IV,34990000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Makassar (Kota)",41994033
1652,Belanja Perjalanan Dinas Biasa,14990000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENGHUBUNG,"DKI Jakarta, Jakarta Pusat (Kota)",42028547
1653,Belanja Perjalanan Dinas Biasa (Eselon IV Luar Daerah - Sedang),22173000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PENANAMAN MODAL DAN PTSP,"DKI Jakarta, Jakarta Pusat (Kota)",42037797
1654,Belanja Perjalanan Dinas Biasa (UPT Jeneberang),4300000,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Gowa (Kab.)",42337929
1655,Belanja Perjalanan Dinas Biasa (UPT Jeneberang),25785200,1,26-Feb,Provinsi Sulawesi Selatan,"DINAS SUMBER DAYA AIR, CIPTA KARYA DAN TATA RUANG","Sulawesi Selatan, Gowa (Kab.)",42340809
1656,Belanja Perjalanan Dinas Biasa,222122800,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK, DAN KELUARGA BERENCANA","Sulawesi Selatan, Makassar (Kota)",42105235
1657,Belanja Perjalanan Dinas Biasa,161006000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PEMBERDAYAAN MASYARAKAT DAN DESA,"Sulawesi Selatan, Makassar (Kota)",42095254
1658,Belanja Perjalanan Dinas Biasa,100644000,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK, DAN KELUARGA BERENCANA","Sulawesi Selatan, Makassar (Kota)",42120178
1659,Belanja Perjalanan Dinas Biasa,200280000,1,26-Jan,Provinsi Sulawesi Selatan,"BADAN PERENCANAAN PEMBANGUNAN, PENELITIAN DAN PENGEMBANGAN DAERAH","Sulawesi Selatan, Makassar (Kota)",42120260
1660,Belanja Perjalanan Dinas Biasa,151393200,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS PEMBERDAYAAN PEREMPUAN, PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK, DAN KELUARGA BERENCANA","Sulawesi Selatan, Makassar (Kota)",42120517
1661,"Belanja Perjalanan Dinas Biasa/Perjalanan Dinas Dalam Rangka Pembinaan, Monev, Sosialisasi Kegiatan dan Kedinasan Lainnya keKab/Kota",47290000,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Makassar (Kota)",42153348
1662,Belanja Perjalanan Dinas Biasa,132034600,1,26-Jan,Provinsi Sulawesi Selatan,BIRO PEREKONOMIAN DAN ADMINISTRASI PEMBANGUNAN,"Sulawesi Selatan, Makassar (Kota)",42155282
1663,"Belanja Perjalanan Dinas Biasa Dalam Rangka Koordinasi, Identifikasi, Verifikasi, Monitoring dan Kedinasan Lainnya (Bidang PSP)",49775400,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS TANAMAN PANGAN, HORTIKULTURA DAN PERKEBUNAN","Sulawesi Selatan, Makassar (Kota)",42212510
1664,Belanja Perjalanan Dinas Biasa,2530000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PERDAGANGAN DAN PERINDUSTRIAN,"Sulawesi Selatan, Makassar (Kota)",42218957
1665,Belanja Perjalanan Dinas Biasa - UPTD V,93116600,1,26-Jan,Provinsi Sulawesi Selatan,DINAS BINA MARGA DAN BINA KONSTRUKSI,"Sulawesi Selatan, Bone (Kab.)",42218986
1666,Belanja Perjalanan Dinas Biasa,86953800,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEPEGAWAIAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",42065317
1667,Belanja Perjalanan Dinas Biasa,16578000,1,26-Jan,Provinsi Sulawesi Selatan,BADAN KEPEGAWAIAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",42065706
1668,Belanja Perjalanan Dinas Biasa #Penegakan Hukum Ketenagakerjaan,14700000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS TENAGA KERJA DAN TRANSMIGRASI,"Sulawesi Selatan, Makassar (Kota)",42071453
1669,Belanja Perjalanan Dinas Biasa #Pelayanan K3,8920000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS TENAGA KERJA DAN TRANSMIGRASI,"Sulawesi Selatan, Makassar (Kota)",42071774
1670,Belanja Perjalanan Dinas Biasa,276631200,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENANGGULANGAN BENCANA DAERAH,"Sulawesi Selatan, Makassar (Kota)",42051046
1671,Belanja Perjalanan Dinas Biasa (Perjalanan Dinas Dalam Daerah Golongan III - Sedang),8760000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS PENANAMAN MODAL DAN PTSP,"Sulawesi Selatan, Makassar (Kota)",42056801
1672,Belanja Perjalanan Dinas Biasa,190383200,1,26-Jan,Provinsi Sulawesi Selatan,"DINAS KOMUNIKASI DAN INFORMATIKA, STATISTIK DAN PERSANDIAN","Sulawesi Selatan, Makassar (Kota)",42059303
1673,Belanja Perjalanan Dinas Biasa,42083200,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41828929
1674,Belanja Perjalanan Dinas Biasa,26326600,1,26-Jan,Provinsi Sulawesi Selatan,BADAN PENDAPATAN DAERAH,"Sulawesi Selatan, Makassar (Kota)",41829119
1675,Belanja Perjalanan Dinas Biasa,50590000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota)",41830495
1676,Belanja Perjalanan Dinas Biasa,23910000,1,26-Jan,Provinsi Sulawesi Selatan,DINAS ENERGI DAN SUMBER DAYA MINERAL,"Sulawesi Selatan, Makassar (Kota)",41833203
